model,method,target_class,stage_name,group_name,seed,output_dir,mixed_F1@0.5,mixed_F1@0.95,mixed_Precision@0.5,mixed_Precision@0.95,mixed_Recall@0.5,mixed_Recall@0.95,mixed_mAP@0.5,mixed_mAP@0.5:0.95,mixed_mAP@0.75,mixed_mAP@0.95,target_F1@0.5,target_F1@0.95,target_Precision@0.5,target_Precision@0.95,target_Recall@0.5,target_Recall@0.95,target_mAP@0.5,target_mAP@0.5:0.95,target_mAP@0.75,target_mAP@0.95,target_delta_F1@0.5,target_delta_F1@0.95,target_delta_Precision@0.5,target_delta_Precision@0.95,target_delta_Recall@0.5,target_delta_Recall@0.95,target_delta_mAP@0.5,target_delta_mAP@0.5:0.95,target_delta_mAP@0.75,target_delta_mAP@0.95,mixed_delta_F1@0.5,mixed_delta_F1@0.95,mixed_delta_Precision@0.5,mixed_delta_Precision@0.95,mixed_delta_Recall@0.5,mixed_delta_Recall@0.95,mixed_delta_mAP@0.5,mixed_delta_mAP@0.5:0.95,mixed_delta_mAP@0.75,mixed_delta_mAP@0.95,average_forgetting
large,det_lora_grow_freeze,military_helicopter,stage_2,large:det_lora_grow_freeze:military_helicopter:stage_2,42,experiments/suites/thesis_l40_main/extend/model_large/seed_42/det_lora_grow_freeze/military_helicopter/stage_2,0.08691219663530014,0.007218721835695528,0.04805810618456883,0.003937581747667173,0.9366605126056653,0.10520247856627697,0.6469205116530394,0.42768014128884574,0.46578718722301976,0.01818584332452379,0.024821088866745177,0.0016305824802971285,0.012568807339449541,0.0008256880733944954,0.9856115107913669,0.06474820143884892,0.7896608507005473,0.376687432182389,0.32441309890933273,0.003792649545999049,0.0,0.00018117583114412553,0.0,9.174311926605507e-05,0.0,0.007194244604316544,0.0030929415163212237,-0.0006584464473410323,-0.015339668609286594,1.2047605207954771e-05,0.0382024781406173,0.0027814550340295053,0.022601811912689323,0.0016303219777671846,-0.04013037963182331,0.00019502470312905695,0.009597872868747803,0.002183045906762604,-0.0002643926778786443,-0.003259142471438853,
large,det_lora_grow_freeze,military_helicopter,stage_2,large:det_lora_grow_freeze:military_helicopter:stage_2,43,experiments/suites/thesis_l40_main/extend/model_large/seed_43/det_lora_grow_freeze/military_helicopter/stage_2,0.11339192535698767,0.009991927727884922,0.06885380175005686,0.0061426177507050254,0.9163722434164452,0.07924813508700994,0.6174002074414676,0.4106132956877208,0.4514128424030324,0.013239227292297914,0.024821088866745177,0.001449406649153003,0.012568807339449541,0.0007339449541284404,0.9856115107913669,0.05755395683453238,0.7665817506399576,0.39647878233042627,0.3810788160268039,0.0027635993413005896,0.0,0.0005435274934323759,0.0,0.0002752293577981651,0.0,0.021582733812949645,0.017384672839256377,-0.0022050103746023564,-0.01499978121048684,0.0017145230742547644,0.0692520484433719,0.006596118852251868,0.04591412792025547,0.004384648227192944,-0.06041864882104342,-0.003301053887356492,0.0003095518976525824,-0.00846417693311935,-0.011075728206173974,-0.001255394162197979,
large,det_lora_grow_freeze,military_helicopter,stage_2,large:det_lora_grow_freeze:military_helicopter:stage_2,44,experiments/suites/thesis_l40_main/extend/model_large/seed_44/det_lora_grow_freeze/military_helicopter/stage_2,0.05974916675954883,0.0051295182564192405,0.03265820420393078,0.0027832808595353157,0.9524443669876476,0.09223155023298131,0.6499287411412861,0.4364295536593163,0.48286411782214983,0.01662857386883391,0.024821088866745177,0.0005435274934323763,0.012568807339449541,0.00027522935779816516,0.9856115107913669,0.02158273381294964,0.7631513588133517,0.4084286733679715,0.4102199024306195,0.0011004376684876232,0.0,-0.0001811758311441252,0.0,-9.174311926605502e-05,0.0,-0.007194244604316547,-0.025197176366703822,-0.03523455672056125,-0.051236547717932346,-0.011836757322514841,0.018246742967223242,0.001300290298105322,0.011193908121462197,0.0008067354144974215,-0.02607794341780645,-0.0011990407673861114,0.014887478759529227,0.0002729873314765707,-0.0025062373639521685,-0.006860446004406856,
large,det_lora_grow_freeze,military_tank,stage_1,large:det_lora_grow_freeze:military_tank:stage_1,42,experiments/suites/thesis_l40_main/extend/model_large/seed_42/det_lora_grow_freeze/military_tank/stage_1,0.07994588143548871,0.00840726021826048,0.043243401426858584,0.004566173544425771,0.9366361417167647,0.10888207466900973,0.6556237819716645,0.44842734970980475,0.5034431259598361,0.019759931088814842,0.029469199360908926,0.0019527782709036037,0.014954954954954955,0.000990990990990991,1.0,0.06626506024096386,0.9286003776015249,0.6047180876759629,0.6495639166974788,0.011535525599250942,0.0,0.0,0.0,0.0,0.0,0.0,-0.005727901526287105,-0.002697853485942203,-0.0025183925254280703,-1.3647773310965922e-05,0.038385305102182805,0.004538027833479169,0.02177382170700156,0.0025750518228551916,-0.03995972581759488,-0.0009215422636825593,-0.0004445729322537506,-0.00346280102492591,-0.0028341418693993425,-0.003167847904054423,
large,det_lora_grow_freeze,military_tank,stage_1,large:det_lora_grow_freeze:military_tank:stage_1,43,experiments/suites/thesis_l40_main/extend/model_large/seed_43/det_lora_grow_freeze/military_tank/stage_1,0.044992650449259534,0.0033919697117371483,0.02395140864013449,0.0017881973347938646,0.9338135895851347,0.08647229703818345,0.6193990011094797,0.4234612922241882,0.4805902225815781,0.014658022402423492,0.029291674063554058,0.0017752529735487307,0.014864864864864866,0.0009009009009009009,0.9939759036144579,0.060240963855421686,0.9024435323460421,0.5896621764218374,0.6271707351581663,0.009175015821772714,-0.00017752529735486772,0.0,-9.009009009008917e-05,0.0,-0.0060240963855421326,0.0,-0.01943358867528089,-0.014077677398782962,-0.015302920980589718,-0.000213600136707957,0.0070640296820004556,0.0005302080779125934,0.004427374982001502,0.000319705992072803,-0.04255478352479869,0.00032598576165872306,-0.019741307770748784,-0.019716984751242284,-0.020691197353705115,-0.000509196928131915,
large,det_lora_grow_freeze,military_tank,stage_1,large:det_lora_grow_freeze:military_tank:stage_1,44,experiments/suites/thesis_l40_main/extend/model_large/seed_44/det_lora_grow_freeze/military_tank/stage_1,0.056114125353041784,0.004584598106528019,0.029903507872471227,0.002422483507269286,0.949915945358578,0.09802917699234272,0.6526854341651692,0.4435317777393058,0.49554880266075774,0.01622125323125848,0.029291674063554058,0.0019527782709036037,0.014864864864864866,0.000990990990990991,0.9939759036144579,0.06626506024096386,0.920617435377545,0.6053668653116573,0.6541905386207826,0.006820314138437255,0.0,-0.00017752529735487314,0.0,-9.009009009009004e-05,0.0,-0.00602409638554216,-0.010474831665852391,-0.008181004524638436,-0.008245236230132513,-0.001663475416988876,0.02133849862232537,0.0017141210796074624,0.012098173097062896,0.0009556482790205884,-0.028994625866791468,0.004598585991975296,0.005906681554917803,-0.004858144750841731,-0.009571903437829543,-0.005529857586512074,
large,det_lora_grow_freeze,military_tank,stage_2,large:det_lora_grow_freeze:military_tank:stage_2,42,experiments/suites/thesis_l40_main/extend/model_large/seed_42/det_lora_grow_freeze/military_tank/stage_2,0.18164112947959132,0.022611966809102546,0.16694611859643335,0.022443408496003837,0.8500130115024743,0.09821918369188336,0.6104004683423236,0.42149769149844163,0.47545452666210847,0.019395474649789055,0.029469199360908926,0.0019527782709036037,0.014954954954954955,0.000990990990990991,1.0,0.06626506024096386,0.9285724272560791,0.6044387241844686,0.6491064593488607,0.01153048157203174,0.0,0.0,0.0,0.0,0.0,0.0,-2.79503454457819e-05,-0.00027936349149426665,-0.0004574573486181288,-5.044027219201774e-06,0.1412109505571847,0.017944398402656492,0.1460879610927845,0.02002835234793274,-0.12728108507680114,-0.013285030018729674,-0.043326570465409775,-0.03019183438266254,-0.03255735198752879,-0.0025621656337124314,
large,det_lora_grow_freeze,military_tank,stage_2,large:det_lora_grow_freeze:military_tank:stage_2,43,experiments/suites/thesis_l40_main/extend/model_large/seed_43/det_lora_grow_freeze/military_tank/stage_2,0.06558326121280555,0.004669725251498771,0.037404982542310845,0.0026227869443895976,0.9300872948107894,0.08823442458629638,0.6327012981974339,0.43244121317546974,0.4900375841517961,0.013419547476842535,0.029114148766199183,0.0017752529735487307,0.014774774774774775,0.0009009009009009009,0.9879518072289156,0.060240963855421686,0.898595344696556,0.5875226405970156,0.6275250459310433,0.009054756826833632,-0.00017752529735487466,0.0,-9.00900900900909e-05,0.0,-0.006024096385542244,0.0,-0.0038481876494861345,-0.0021395358248217367,0.00035431077287695345,-0.00012025899493908233,0.03558133397859575,0.0019630177894150824,0.022138893515758477,0.0012465236819681387,-0.04527706223488703,-0.00696448088440578,-0.005627025340245506,-0.010877424188535934,-0.012341471818692384,-0.0030122253097500697,
large,det_lora_grow_freeze,military_tank,stage_2,large:det_lora_grow_freeze:military_tank:stage_2,44,experiments/suites/thesis_l40_main/extend/model_large/seed_44/det_lora_grow_freeze/military_tank/stage_2,0.058830315047604755,0.005025682861482754,0.031060621354163365,0.0026397484823666648,0.950952431144132,0.094679635847031,0.6615994805236399,0.44758294776519003,0.4996593947165482,0.015349667703148537,0.029291674063554058,0.0017752529735487307,0.014864864864864866,0.0009009009009009009,0.9939759036144579,0.060240963855421686,0.9120504243792962,0.5972134730215235,0.6592771658026209,0.006240818530211482,0.0,-0.00017752529735487292,0.0,-9.009009009009015e-05,0.0,-0.006024096385542174,-0.008567010998248858,-0.008153392290133787,0.005086627181838277,-0.0005794956082257729,0.021785613565924462,0.0010722820036030449,0.01206281496076158,0.000606471477781007,-0.025415941965801436,-0.005552597976954829,0.02110888094228769,0.004398762756474384,0.000837018110426524,-0.006381838232389945,
large,det_lora_warm_start,military_aircraft,stage_1,large:det_lora_warm_start:military_aircraft:stage_1,42,experiments/suites/thesis_l40_main/extend/model_large/seed_42/det_lora_warm_start/military_aircraft/stage_1,0.12168216947762163,0.013250176815359149,0.07464772820823762,0.008114622345580014,0.9024783523316401,0.13779311343400072,0.5996248804302732,0.4201670036733766,0.4773698481267667,0.021888946928715097,0.02831367106176266,0.0030534351145038168,0.01436619718309859,0.0015492957746478873,0.9714285714285714,0.10476190476190476,0.7008248320423711,0.44339074473830564,0.519271517724331,0.03045565543382812,-0.00027758501040944447,0.0008327550312283135,-0.0001408450704225364,0.00042253521126760555,-0.00952380952380949,0.028571428571428567,-0.0744605313231188,-0.06795707416728214,-0.07338794069035903,0.01429774221909419,0.08444226429149412,0.00843594192345002,0.05549812383691673,0.005646270471984565,-0.07069999278607142,-0.013249162379903423,-0.03565100623610107,-0.031029266232628194,-0.03778356756590057,-0.002186502701109174,
large,det_lora_warm_start,military_aircraft,stage_1,large:det_lora_warm_start:military_aircraft:stage_1,43,experiments/suites/thesis_l40_main/extend/model_large/seed_43/det_lora_warm_start/military_aircraft/stage_1,0.04620507849970524,0.004481058250253386,0.024358582159237266,0.0023496400527327267,0.9353674512876947,0.10851762933495668,0.5907065200354077,0.41100986242216053,0.46673362079739117,0.017083108727237718,0.028591256072172104,0.0022206800832755033,0.014507042253521127,0.0011267605633802818,0.9809523809523809,0.0761904761904762,0.6699378346181774,0.4140095358441818,0.4771222005547334,0.013992801995131638,0.0,-0.0008327550312283135,0.0,-0.00042253521126760555,0.0,-0.028571428571428567,-0.1290456119875606,-0.11392739484450548,-0.15110695135536756,-0.011050144346104676,0.012064777074531081,0.0009801525491020128,0.006872758023383458,0.0005604560285000872,-0.04493539682184733,-0.006122879546890447,-0.029205569436417944,-0.02847653535488126,-0.03763175284379222,0.001206781875967216,
large,det_lora_warm_start,military_aircraft,stage_1,large:det_lora_warm_start:military_aircraft:stage_1,44,experiments/suites/thesis_l40_main/extend/model_large/seed_44/det_lora_warm_start/military_aircraft/stage_1,0.047973566477856354,0.005173743547537864,0.025110390573006177,0.0027022802303551014,0.9256701259351324,0.12069745932266623,0.6268587631521231,0.433425393621434,0.4930248349202653,0.013191054760665602,0.028036086051353225,0.0030534351145038168,0.014225352112676056,0.0015492957746478873,0.9619047619047619,0.10476190476190476,0.6966380688209777,0.43919847137021906,0.5198865658256299,0.01117826958706734,0.00027758501040943753,0.0008327550312283135,0.00014084507042253468,0.00042253521126760555,0.009523809523809601,0.028571428571428567,-0.07849801623521957,-0.06773855430133058,-0.07299567382400918,0.004682911118442679,0.015371366340473383,0.0013727470531969721,0.00846530344118123,0.0007646002881190584,-0.04708447505781699,-0.00977851903569163,0.0011444683644397102,-0.010438894233811224,-0.015073742091633924,-0.00925288208892608,
large,det_lora_warm_start,military_aircraft,stage_2,large:det_lora_warm_start:military_aircraft:stage_2,42,experiments/suites/thesis_l40_main/extend/model_large/seed_42/det_lora_warm_start/military_aircraft/stage_2,0.041961668329311246,0.004950702153592144,0.021664380929568284,0.002548150526803431,0.9573203307282688,0.13216190279282217,0.5834119890175489,0.4069215134111212,0.46163434259215846,0.018985543171939633,0.028868841082581538,0.0019430950728660651,0.014647887323943662,0.0009859154929577464,0.9904761904761905,0.06666666666666667,0.6995619900727558,0.4361780009595219,0.504782778456382,0.011445766425382035,0.00027758501040943406,-0.0011103400416377516,0.00014084507042253468,-0.0005633802816901409,0.009523809523809601,-0.0380952380952381,-0.01934516434535538,-0.014558829196820777,-0.012492280311071302,-0.032522594067820376,0.0007189556214093618,-0.00017253522487569502,0.0003676285930012575,-8.947620216844063e-05,-0.012878435917968223,-0.012854347794106824,-0.040770084445793,-0.033888236995850696,-0.03971559254550855,-0.00410218766507936,
large,det_lora_warm_start,military_aircraft,stage_2,large:det_lora_warm_start:military_aircraft:stage_2,43,experiments/suites/thesis_l40_main/extend/model_large/seed_43/det_lora_warm_start/military_aircraft/stage_2,0.05035723398464703,0.005216438532261595,0.026562471951770323,0.0027407368448842374,0.9312528674482409,0.11274323906954505,0.5917863608965898,0.41349061692630346,0.47082460802595083,0.01794064679500763,0.028036086051353225,0.0030534351145038168,0.014225352112676056,0.0015492957746478873,0.9619047619047619,0.10476190476190476,0.6748844235448014,0.4266432752661252,0.5061712956342096,0.02080689058675504,-0.0005551700208188785,0.0005551700208188759,-0.0002816901408450711,0.00028169014084507044,-0.01904761904761898,0.01904761904761905,-0.08483518666967937,-0.061939549114752745,-0.05713425924777249,0.006641178840556766,0.010142763436315642,0.0012448966924600222,0.005828843002987097,0.000699499714921207,-0.04428807589939643,-0.0046142938885494755,-0.02043473174217114,-0.01768729011910619,-0.020934646980145633,0.0032622866679568093,
large,det_lora_warm_start,military_aircraft,stage_2,large:det_lora_warm_start:military_aircraft:stage_2,44,experiments/suites/thesis_l40_main/extend/model_large/seed_44/det_lora_warm_start/military_aircraft/stage_2,0.032571589037747546,0.004209480873807661,0.016647043597807512,0.0021485711837125093,0.9648519280300355,0.13608249804132722,0.6115316807537914,0.42112942978275597,0.47804834360185966,0.016087802409431643,0.027758501040943788,0.0030534351145038168,0.014084507042253521,0.0015492957746478873,0.9523809523809523,0.10476190476190476,0.6880912891131701,0.4243320045884098,0.4921841682832283,0.019145361085674835,-0.00027758501040943753,0.0,-0.00014084507042253468,0.0,-0.009523809523809601,0.0,-0.04224186416068476,-0.04240032780364744,-0.05849732559426646,0.0059604195365581415,-0.0050824480220841226,-0.00014864024298437764,-0.002695130690999425,-8.699447591924928e-05,-0.010300754497686082,0.01232208240342468,-0.00778520929012172,-0.01819834237585466,-0.02714770455423643,-0.005751704678628816,
large,det_lora_warm_start,military_helicopter,stage_1,large:det_lora_warm_start:military_helicopter:stage_1,42,experiments/suites/thesis_l40_main/extend/model_large/seed_42/det_lora_warm_start/military_helicopter/stage_1,0.09780142522985934,0.009286089862282644,0.059762096186457885,0.005558293812736503,0.9027378836849683,0.13204082883911525,0.6126057949604925,0.42610042825569633,0.4851335360135607,0.020595566449597345,0.024096385542168672,0.001811758311441254,0.012201834862385321,0.0009174311926605505,0.9568345323741008,0.07194244604316546,0.66535491218578,0.3929201007151309,0.440313121542812,0.003735916124857959,-0.00036235166228825236,-0.001449406649153003,-0.0001834862385321108,-0.0007339449541284404,-0.014388489208633004,-0.05755395683453238,-0.09628658304630588,-0.08832944493876244,-0.1057319242506537,-0.010111426272390396,0.060561520043731824,0.004471854970373516,0.040612491815136986,0.0030899419391410537,-0.07044046143274318,-0.019001446974788894,-0.022670091705881745,-0.02509584165030848,-0.030019879679106576,-0.0034798831802269267,
large,det_lora_warm_start,military_helicopter,stage_1,large:det_lora_warm_start:military_helicopter:stage_1,43,experiments/suites/thesis_l40_main/extend/model_large/seed_43/det_lora_warm_start/military_helicopter/stage_1,0.05596292769045935,0.005810945507774015,0.029811368902350935,0.0030874753854074344,0.9138476342937905,0.10756273280682223,0.6036031672396809,0.4149298913584045,0.46240965003132256,0.017902109409279884,0.024277561373312797,0.001992934142585379,0.012293577981651376,0.0010091743119266055,0.9640287769784173,0.07913669064748201,0.6371133838269151,0.3621382275240635,0.3674182968116548,0.0033419401754022234,0.0,0.0,0.0,0.0,0.0,0.0,-0.10806171664092945,-0.11601739575318065,-0.20626189165323455,-0.00241991869299735,0.021822626265285194,0.002310039806622642,0.012325544766497127,0.001298291361174795,-0.06645521381575159,-0.007077776075024897,-0.01630892223214475,-0.02455650641863727,-0.04195572360986083,0.002025782558009382,
large,det_lora_warm_start,military_helicopter,stage_1,large:det_lora_warm_start:military_helicopter:stage_1,44,experiments/suites/thesis_l40_main/extend/model_large/seed_44/det_lora_warm_start/military_helicopter/stage_1,0.03773216721305265,0.004334825363757841,0.01959291210182525,0.002240343516628146,0.9558322930114574,0.12876009701790855,0.6276810179064028,0.43134395171399004,0.4879522474590483,0.014542297605574461,0.02463991303560105,0.0025364616360177552,0.012477064220183486,0.0012844036697247706,0.9784172661870504,0.10071942446043165,0.6608463807900145,0.38394581264713434,0.4236312880787226,0.005941611251608261,0.00018117583114412444,0.0009058791557206268,9.174311926605366e-05,0.00045871559633027515,0.007194244604316613,0.03597122302158273,-0.1217670274743532,-0.10784737787350673,-0.14897407273529645,0.0032107367505932764,0.005129967075669678,0.0005338288694169495,0.002947824970000304,0.0003026635743921032,-0.01692230798149197,-0.00171588134044931,0.0019667231187194822,-0.012520336141255195,-0.020146329552850895,-0.007901639244017222,
large,det_lora_warm_start,military_helicopter,stage_2,large:det_lora_warm_start:military_helicopter:stage_2,42,experiments/suites/thesis_l40_main/extend/model_large/seed_42/det_lora_warm_start/military_helicopter/stage_2,0.10671198569555529,0.01028572696195531,0.0667687368460737,0.006273942886820824,0.9091862682843753,0.13627390512793275,0.6113724408044942,0.42497708290496633,0.478998638318286,0.021096211592280284,0.024096385542168672,0.002898813298306006,0.012201834862385321,0.0014678899082568807,0.9568345323741008,0.11510791366906475,0.646945516116711,0.3816664807932273,0.4014489178379645,0.005950666814865589,0.0,0.0010870549868647519,0.0,0.0005504587155963302,0.0,0.04316546762589929,-0.06786832958262112,-0.03581219028023769,-0.056384745845614925,0.0007599551617124929,0.06734855878576694,0.0056242178739918285,0.0464765035468319,0.0038759521790259362,-0.06512481290583105,-0.004495632938902427,-0.013815165009222419,-0.014640100290479297,-0.02057139495485183,-0.0016371461261742055,
large,det_lora_warm_start,military_helicopter,stage_2,large:det_lora_warm_start:military_helicopter:stage_2,43,experiments/suites/thesis_l40_main/extend/model_large/seed_43/det_lora_warm_start/military_helicopter/stage_2,0.0645977888501744,0.007207216788156529,0.03599857710510188,0.004019908514627657,0.9212412759467803,0.10992519078165776,0.5989029642947231,0.40948294806039726,0.45301649093411217,0.017910730340695565,0.024277561373312797,0.001992934142585379,0.012293577981651376,0.0010091743119266055,0.9640287769784173,0.07913669064748201,0.6172253123866633,0.34230684966958,0.33745934121877175,0.00429075033019521,0.0,-0.00018117583114412618,0.0,-9.174311926605518e-05,0.0,-0.0071942446043165575,-0.09244843923908841,-0.07415062336527095,-0.1005172515172183,-0.002143591879728124,0.028131542877591093,0.0036394212489473357,0.017260728825328375,0.002193148607264296,-0.05468792822077251,-0.004844038108427456,-0.01450287674975348,-0.019408666850968093,-0.028668572212448673,0.0019335234698526667,
large,det_lora_warm_start,military_helicopter,stage_2,large:det_lora_warm_start:military_helicopter:stage_2,44,experiments/suites/thesis_l40_main/extend/model_large/seed_44/det_lora_warm_start/military_helicopter/stage_2,0.03943179200242072,0.004184676670823321,0.020469760814375296,0.002164441841490495,0.9553302562917807,0.12516297471575025,0.6224482510594321,0.42631781841558486,0.4785112104171369,0.014130003869902583,0.024458737204456925,0.001449406649153003,0.012385321100917432,0.0007339449541284404,0.9712230215827338,0.05755395683453238,0.6249355728568977,0.35173833559731654,0.36176797683516604,0.003777515465767942,-0.00018117583114412444,-0.0010870549868647523,-9.174311926605366e-05,-0.0005504587155963302,-0.007194244604316613,-0.043165467625899276,-0.13293872908661586,-0.10956388783922716,-0.16110134992854697,-0.0035934891099642834,0.004759479443811103,0.00015648162329967574,0.002723130990078055,0.00010603609240906293,-0.021409727823242686,-0.005461037850008482,0.0022443442673298897,-0.011359031537106656,-0.020120453385320425,-0.008980473003418494,
large,det_lora_warm_start,military_tank,stage_1,large:det_lora_warm_start:military_tank:stage_1,42,experiments/suites/thesis_l40_main/extend/model_large/seed_42/det_lora_warm_start/military_tank/stage_1,0.06256165413645698,0.006257622588271154,0.03341145742274235,0.0033040422526353958,0.9093144793382782,0.132794135898221,0.5751519568705098,0.4049179674523058,0.46230357147576306,0.018214041763611827,0.029469199360908926,0.0028404047576779693,0.014954954954954955,0.0014414414414414415,1.0,0.0963855421686747,0.6128423684908715,0.37906784565072627,0.3826017716455904,0.004432037175218555,0.0,-0.0007101011894194921,0.0,-0.00036036036036036037,0.0,-0.02409638554216867,-0.29864165436108125,-0.23359893595841952,-0.29040844568725555,-0.01037234859213,0.025321748950329466,0.0014433876963620262,0.014261853051421452,0.0008356903790399466,-0.06386386577943326,-0.018248139915683137,-0.06012392979586445,-0.046278302453699016,-0.052849844216904196,-0.0058614078662124446,
large,det_lora_warm_start,military_tank,stage_1,large:det_lora_warm_start:military_tank:stage_1,43,experiments/suites/thesis_l40_main/extend/model_large/seed_43/det_lora_warm_start/military_tank/stage_1,0.04178738706920677,0.0038715371886877425,0.02196429826539052,0.0020137399790722665,0.9413604714494301,0.10663906150274526,0.5862087020301604,0.40283983609029383,0.45798157614026663,0.01483771722439402,0.029291674063554058,0.002485354162968223,0.014864864864864866,0.0012612612612612612,0.9939759036144579,0.08433734939759036,0.7679429180849295,0.49435954420699924,0.5467130278476258,0.008414175488090404,-0.00017752529735486772,-0.0008876264867743655,-9.009009009008917e-05,-0.0004504504504504506,-0.0060240963855421326,-0.030120481927710843,-0.12511583969562645,-0.10996726686698222,-0.11339277641274681,-0.0019060596323138713,0.00764708564403261,0.0003706314875363691,0.004478474129536711,0.00022455595483962705,-0.03894237666011191,-0.00800144737910187,-0.033703387441665233,-0.03664656168674796,-0.04638379750091676,-0.0010386096268764824,
large,det_lora_warm_start,military_tank,stage_1,large:det_lora_warm_start:military_tank:stage_1,44,experiments/suites/thesis_l40_main/extend/model_large/seed_44/det_lora_warm_start/military_tank/stage_1,0.05996101511730275,0.005172087804068165,0.033273939977269025,0.0028022844156753973,0.9415324045817496,0.12024545492746012,0.5986830480395559,0.4085956303635088,0.463091201221049,0.013627248762602887,0.029469199360908926,0.002662879460323096,0.014954954954954955,0.0013513513513513514,1.0,0.09036144578313253,0.7986442696384327,0.4853346963104446,0.5029626777798019,0.004074269452313873,0.0,-0.0007101011894194926,0.0,-0.00036036036036036037,0.0,-0.02409638554216867,-0.0979943907733174,-0.12522653854364213,-0.1740483980258436,-0.004985329704850155,0.02735881497991978,0.0013710913097272734,0.01662885284544408,0.0008646044734393543,-0.031222196411199832,-0.01023052343089774,-0.027031246748127513,-0.03526865749173641,-0.04500737579085018,-0.008816688086988796,
